net.if.in[tapb27f73e5-2a]_avg,net.if.in[tapccea037d-31]_avg,net.if.out[tapcb38e096-95]_avg,kernel.maxfiles_avg,net.if.in[tap1c736686-7b]_avg,net.if.out[tapa2a74dbf-06]_avg,system.users.num_avg,net.if.in[tapc5f5f6c7-be]_avg,net.if.out[tapa09478ed-1b]_avg,net.if.in[brq8cbe41b6-0f]_avg,net.if.out[tap9a9dfee0-a8]_avg,"vfs.fs.size[,used]_avg",net.if.in[tapb444bd76-38]_avg,vfs.file.cksum[etcpasswd]_avg,"system.cpu.util[,steal]_avg",net.if.out[tapb85bc221-1c]_avg,"system.swap.size[,pfree]_avg","vfs.fs.size[,free]_avg",net.if.in[tapc90e6ca4-72]_avg,net.if.in[tapa9b5edc6-e4]_avg,"system.swap.size[,total]_avg","icmpping[,{$PING},,,]_avg",net.if.out[tapcd579ff6-0c]_avg,net.if.in[enp2s0f0]_avg,"vfs.fs.size[,pfree]_avg","vfs.fs.size[boot,pfree]_avg",net.if.out[enp2s0f1.23]_avg,system.cpu.switches_avg,"proc.num[,,run]_avg",net.if.out[tap5157a0da-ff]_avg,system.cpu.intr_avg,"vfs.fs.size[boot,total]_avg",net.if.out[tap736b5d0f-8c]_avg,"vfs.fs.size[,total]_avg",net.if.in[tap0efa70c6-82]_avg,net.if.out[tap65a310f9-f1]_avg,vm.memory.size[total]_avg,"system.cpu.util[,system]_avg",net.if.in[tap0f43a4ad-aa]_avg,"system.cpu.util[,idle]_avg",net.if.out[tap422bab9c-41]_avg,net.if.in[enp2s0f1.23]_avg,net.if.in[tap2d0aa02b-9a]_avg,"vfs.fs.size[boot,free]_avg",net.if.out[tapefb62773-94]_avg,net.if.in[tapb563fdd0-83]_avg,"system.cpu.load[percpu,avg1]_avg","vfs.fs.size[boot,used]_avg",net.if.in[enp2s0f1]_avg,net.if.out[tap0f43a4ad-aa]_avg,agent.ping_avg,"system.cpu.util[,user]_avg",net.if.in[tap422bab9c-41]_avg,proc.num[]_avg,"system.swap.size[,free]_avg",net.if.in[ens2f1]_avg,vm.memory.size[available]_avg,net.if.out[tap2d0aa02b-9a]_avg,net.if.in[tapefb62773-94]_avg,net.if.out[tapb563fdd0-83]_avg,net.if.out[enp2s0f0]_avg,net.if.out[enp2s0f1]_avg,net.if.in[ens2f0]_avg,net.if.in[tap5157a0da-ff]_avg,system.boottime_avg,net.if.in[tap736b5d0f-8c]_avg,"system.cpu.util[,softirq]_avg",net.if.in[tap65a310f9-f1]_avg,net.if.out[tap0efa70c6-82]_avg,"vfs.fs.inode[,pfree]_avg",kernel.maxproc_avg,system.uptime_avg,net.if.out[tapb444bd76-38]_avg,system.localtime_avg,"vfs.fs.inode[boot,pfree]_avg",net.if.out[tapc90e6ca4-72]_avg,net.if.in[tapb85bc221-1c]_avg,net.if.out[tapa9b5edc6-e4]_avg,"system.cpu.util[,nice]_avg","system.cpu.util[,iowait]_avg",net.if.out[ens2f0]_avg,net.if.in[tapcd579ff6-0c]_avg,net.if.out[tapb27f73e5-2a]_avg,net.if.out[ens2f1]_avg,"system.cpu.load[percpu,avg5]_avg",net.if.out[tapccea037d-31]_avg,net.if.in[tapcb38e096-95]_avg,net.if.in[tapa2a74dbf-06]_avg,net.if.out[tap1c736686-7b]_avg,"icmppingsec[,{$PINGS},,,]_avg","system.cpu.util[,interrupt]_avg",net.if.out[tapc5f5f6c7-be]_avg,"icmppingloss[,{$PINGL},,,]_avg",net.if.out[brq8cbe41b6-0f]_avg,net.if.in[tapa09478ed-1b]_avg,net.if.in[tap9a9dfee0-a8]_avg,"system.cpu.load[percpu,avg15]_avg"
0.0002139495079161318,0.5615015789538188,0.0007887990534411367,0.0,0.00021346235947061336,0.005995856920906477,0.0,0.3307021674902239,0.016536939298152135,0.2852852852852852,0.009160652063196002,0.5736938025049483,0.008150989681446284,0.0,0.0,0.00016386534950138098,0.0,0.4224362614022539,0.48145312725696954,0.8376270980049925,0.0,0.0,0.011760513186029942,0.013425061170456477,0.4248366013080158,0.0,0.49103275289775183,0.6103572141289164,0.0,0.0032425612448743557,0.4290830168204014,0.0,0.010687644957061364,0.0,1.78988215415897e-05,0.0004188020058411863,0.0,0.35823582358235795,0.08370001294163325,0.620839884696017,0.0009226581782114281,0.3056948368799246,0.7946207076641859,0.0,0.4736062690895628,0.001196002591338948,0.03123799769555756,0.0,0.30965154533169637,0.06426735218508997,0.0,0.6578171091445428,9.33968431867003e-05,0.9499999999999993,0.0,0.16074523396880414,0.0071815996002362326,0.11126452929676017,0.020569395017793594,0.003911898112385369,0.0694525271813694,0.49371847226376897,0.1605428427055512,0.0016012319468947163,0.0,0.00027242557828520485,0.3257874015748031,9.52217715058371e-06,1.6763032044300307e-05,0.0,0.0,0.0,0.00018456269952120928,0.0,0.0,0.3454768823682283,8.9351531261867e-06,0.09157956777996072,0.0,0.0021498771498771503,0.0,0.00028097780275358243,0.0054152237387112105,0.0,0.03145187601957586,0.3588071753832777,0.001287001287001287,0.04841282190928188,0.010341463414634149,0.5548092237379683,0.0,0.192720618262951,0.0,0.0,0.016621851927686174,0.002302510451919147,0.08928705864639011
0.0001069747539580659,0.560180223609093,0.004250750454655009,0.0,0.00028461647929415115,0.0051877779166741075,0.0,0.3406106272858692,0.0019945132883547783,0.6086086086086087,0.00959469792155192,0.5775791156519006,0.00812990271881238,0.0,0.0,0.0007725080762207969,0.0,0.42062441408415907,0.4227646973855265,4.059018123515921e-06,0.0,0.0,0.02565930149679259,0.0035691115830699003,0.41830065359499713,0.0,0.34709171799725935,0.5683496308122131,0.0,0.0037935022605404276,0.38090070537167664,0.0,0.4339936062182661,0.0,7.159528616635881e-06,0.002138094450873422,0.0,0.37381430450737385,0.06218454768991847,0.7070721960167718,0.004590224436601849,0.280436084201133,0.7944901423162293,0.0,0.005800141918366086,0.00011116690752829963,0.018499551913967488,0.0,0.28444273380850305,0.06324663541509148,0.0,0.8723135271807836,9.33968431867003e-05,0.9499999999999993,0.0,0.2343298671288273,0.00721884199996925,0.0497331176769405,0.00028469750889679714,0.006090676807891143,0.04850196078994984,0.3483726128979431,0.23460622247888552,0.0009493765511467273,0.0,0.4858091039675071,0.2588582677165355,9.52217715058371e-06,8.557968991037516e-05,0.0,0.0,0.0010683760683765087,0.0004250895724456222,0.0010683760683605215,0.0,0.43178113261039053,1.340272968928005e-05,0.0003516699410609039,0.0,0.0019963144963144963,0.0,0.00018731853516905497,0.011916887349765735,0.0,0.022642740619902124,0.3559497796817844,0.003861003861003861,0.03421380222516144,0.022276422764227644,0.37345059206426157,0.0,0.21134750751689818,0.0,0.0,0.0003884278608163609,0.0022839472629927983,0.02996311074305503
0.0002139495079161318,0.5765217261049613,0.005214838186638621,0.0,0.00014230823964707557,0.006911084522385128,0.0,0.34489827955024166,0.0032593851330755584,0.6646646646646648,0.009931990523556058,0.5865234455441453,0.008152746928332443,0.0,0.0,0.0009675858732462505,0.0,0.41162333064403356,0.001170013000144446,6.765030205859869e-06,0.0,0.0,0.02605131860299359,0.02388402092222773,0.41176470588288794,0.0,0.39477524843976086,0.644681700259429,0.0,0.005458942277363053,0.4455778621812261,0.0,0.2288911176581207,0.0,0.7187200194739178,0.0026230230892158486,0.0,0.46278474001246295,0.04710754497217549,0.6256305686582806,0.005628214887089707,0.3192143759293654,0.8330069199634417,0.0,0.007250177397957608,0.0004255009219186641,0.025220842401741134,0.0,0.3228067415288403,0.05341751096325419,0.0,1.0,4.669842159335015e-05,0.9000000000000021,0.0,0.19685153090699015,0.007077068249599527,0.08735440555561418,0.00028469750889679714,0.006764117495592924,0.057945946013922014,0.3958278962929549,0.19728578647224426,0.0018254941243309511,0.0,0.205458417950369,0.33956692913385833,4.761088575291855e-06,0.03315507172151487,0.0,0.0,0.002136752136751241,0.0004298524808203641,0.002136752136721043,0.0,0.016608783991305782,8.9351531261867e-06,0.0004557956777996072,0.0,0.0023034398034398034,0.0,0.00037463707033810994,0.012205472940856932,0.0,0.025709624796084837,0.3926457251020223,0.001287001287001287,0.04448377810627869,0.02386991869918699,0.4060660619070703,0.0,0.20148064636581242,0.0,0.0,0.0011607669794163344,0.0023335616043050397,0.02785515320334262
0.0005348737697903295,0.5751849375476897,0.005499682289270141,0.0,0.0071154119823537785,0.008545100630390913,0.0,0.3821364223173472,0.004985083152723075,0.6956956956956959,0.010331097706007167,0.5916114624507429,0.00816680490342171,0.0,0.0,0.0009831920970082867,0.0,0.40658566617366887,0.0004044489383215369,6.765030205859869e-06,0.0,0.0,0.02822523164647185,0.002068317777938581,0.40522875816986925,0.0,0.35434666242997803,0.5720415086809019,1.0,0.005008937020292293,0.40683667932718404,0.0,0.025042311790885716,0.0,7.159528616635881e-06,0.002700170827133962,0.0,0.3524198573703523,0.07182606444933351,0.6791470125786159,0.005789680068276706,0.43076585737350703,0.796448622535579,0.0,0.00728102921667232,0.0020393377518984623,0.021700166431954937,0.0,0.42994833442433195,0.06899289278693482,0.0,0.7366203118415502,0.00014009526478005044,0.9499999999999993,0.0,0.20132871172732525,0.006900535531327634,0.7439497377905672,0.000498220640569395,0.00915087052112425,0.04247895786772371,0.3558644286616012,0.20125604562188704,0.0014292976108602696,0.0,0.00017336173163603943,0.2618110236220472,9.52217715058371e-06,0.00010763631102129659,0.0,0.0,0.0032051282051277497,0.00046974183845881895,0.0032051282050815644,0.0,0.017506556098943936,8.9351531261867e-06,0.0004656188605108055,0.0,0.0021498771498771503,0.0,0.00018731853516905497,0.01322401032117879,0.0,0.020489396411092986,0.39036206547362035,0.0045045045045045045,0.05504551466583677,0.025170731707317068,0.19326916418530574,0.0,0.22405139984549594,0.0,0.0,0.002016663254122153,0.002559694996680564,0.020251449220808564
0.0001069747539580659,0.5740142829842931,0.0022568417362343607,0.0,0.00028461647929415115,0.00545564940978981,0.0,0.34617754629141506,0.004142635301685136,0.34934934934934936,0.010606575727564332,0.5975474743032123,0.008119359237495431,0.0,0.0,0.00046818671286108894,0.0,0.3995744440853741,0.0006066734074823053,5.412024164687895e-06,0.0,0.0,0.01400570206699929,0.0025474663950442464,0.39869281045776006,0.0,0.35305810559977235,0.5754340451007782,0.0,0.0027631163915466305,0.40455778621812266,0.0,0.012568168996427001,0.0,7.159528616635881e-06,0.17044139527194577,0.0,0.43266634355743294,0.08117639446098099,0.6894899764150937,0.19297395797292,0.4178341754877083,0.7954040997519258,0.0,0.2730385956252121,0.004657510091271864,0.018499551913967488,0.0,0.41816948219237343,0.060827158626946924,0.0,0.8128950695322379,0.5727094424208462,0.9000000000000021,0.0,0.1870306181398036,0.00719689798470835,0.6854361087788533,0.853238434163701,0.00946778378592509,0.055156212522408946,0.35446709508841345,0.1868187396231863,0.014303441676883055,0.0,0.0018326811630095597,0.2726377952755905,0.0013902378639852218,4.58777719107166e-05,0.0,0.0,0.004273504273504258,0.00022326133006597866,0.004273504273498929,0.0,0.00848158385900253,3.1273035941653445e-05,0.00019842829076620826,0.0,0.0026105651105651105,0.0,0.00018731853516905497,0.006535614857065254,0.0,0.019249592169657423,0.3864088695083034,0.001287001287001287,0.03814284602816463,0.012520325203252032,0.3386884564780833,0.0,0.20247844195761322,0.0,0.0,0.0020347296662531467,0.0031213158398341063,0.024090943310999015
0.0002139495079161318,0.5608774416817481,0.0008326212230767537,0.0,0.00028461647929415115,0.002535850134828651,0.0,0.3457956406525666,0.002508142462491869,0.1651651651651651,0.009824486905387411,0.6072108098243234,0.00816592627997863,0.0,0.0,0.00017166846138239912,0.0,0.38997154429489456,0.001430015889065434,5.412024164687895e-06,0.0,0.0,0.0068781183178902375,0.0019716944336195504,0.39215686274565087,0.0,0.3414811845301132,0.5557772899620832,0.0,0.006194932183787195,0.38285404232230036,0.0,0.011941327649971786,0.0,7.159528616635881e-06,0.00045186532209180556,0.0,0.33483348334833485,0.11919244208619129,0.6973106656184482,0.0010149239960325698,0.35585492508201344,0.7948818383600992,0.0,0.0011415172924443863,0.005638845550832027,0.042568173089233136,0.0,0.3556819490761161,0.07844397399062453,0.0,0.7960387694900968,0.00014009526478005044,0.9000000000000021,0.0,0.16724436741767768,0.007371650251922546,0.5211252319487008,0.000498220640569395,0.009002317428248856,0.03341466509780415,0.34308264233234786,0.16682307081498593,0.0035866997577968483,0.0,0.12291346772995196,0.22145669291338582,4.761088575291855e-06,1.764529688873717e-05,0.0,0.0,0.005341880341880767,8.811380493270633e-05,0.005341880341859451,0.0,0.003449334939872893,8.9351531261867e-06,5.1080550098231946e-05,0.0,0.0023034398034398034,0.0,0.00018731853516905497,0.002936782779928024,0.0,0.0437846655791191,0.336492049360308,0.0006435006435006435,0.01863378199642107,0.005788617886178862,0.503427740461187,0.0,0.20849813247639493,0.0,0.0,0.0013700362532670096,0.0031233409149897078,0.04584807648874501
0.0002139495079161318,0.564908233664285,0.0007887990534411367,0.0,0.00021346235947061336,0.004321660088933336,0.0,0.3600186969754479,0.0009744553490638273,0.10810810810810811,0.009332657852265839,0.6147299754358357,0.008159775915877075,0.0,0.0,0.05981865567988514,0.0,0.3833453083634595,0.00036111512350137223,9.471042288203817e-06,0.0,0.0,0.004169636493228802,0.0023441860707684803,0.3856209150326322,0.0,0.3442305676162114,0.5839153861504687,0.0,0.005736515613500159,0.4107433532284319,0.0,0.004043126684636113,0.0,1.78988215415897e-05,0.0004077809004243132,0.0,0.4066329709894063,0.07370260126828007,0.5773470256813411,0.39471316863884853,0.2932528400114397,0.7951429690560126,0.0,0.0011106654737296738,0.0027101725387071673,0.03987965689412366,0.0,0.2962937886122216,0.04691516709511568,0.0,0.6784660766961652,0.015130288596245448,0.9000000000000021,0.0,0.17323801270941652,0.007220243287166639,0.05888896760782694,0.0005693950177935943,0.004317943232911445,0.054789028271390816,0.345639726429706,0.1741860968743233,0.003538857159943785,0.0,0.00349200059438308,0.24015748031496065,9.52217715058371e-06,1.9850958999829277e-05,0.0,0.0,0.006410256410255499,4.3461538919511294e-05,0.006410256410219972,0.0,0.00212630236019562,0.0012777268970446982,5.1080550098231946e-05,0.0,0.0023034398034398034,0.0,9.365926758452749e-05,0.001952196645616893,0.0,0.04091353996737357,0.3657086382914781,0.001287001287001287,0.03166575896677818,0.0037398373983739824,0.3333564157606814,0.0,0.21965389865482748,0.0,0.0,0.0005871583942572897,0.002578595698132847,0.04389068734472635
0.0002139495079161318,0.5697501771415058,0.002454041499594644,0.0,0.00028461647929415115,0.005446720360019286,0.0,0.33988781814731245,0.002414537145709876,0.3633633633633633,0.0038015966974888496,0.6236226812623613,0.008171198020637106,0.0,0.0,0.000472088268801598,0.0,0.3744121887475558,0.012306803408926766,6.765030205859869e-06,0.0,0.0,0.014718460441910199,0.002549025293236545,0.3725490196084138,0.0,0.3413287745824545,0.5418080223508279,0.0,0.009319735043633686,0.38100922409115556,0.0,0.01310098414091393,0.0,7.159528616635881e-06,0.001245384912106684,0.0,0.31676244547531685,0.043063284586514816,0.681186124213836,0.0027910409890895688,0.2849223161454676,0.7948818383600992,0.0,0.0033319964211890284,0.0020010043355093935,0.02272436307771092,0.0,0.287886262688127,0.037653107515499766,0.0,0.6911083017277706,0.00023349210796675074,0.9499999999999993,0.0,0.18934142114384755,0.0071064996841290196,0.06437283030926995,0.0003558718861209964,0.006209519282191458,0.058089127885641884,0.3428486934408681,0.18977838735291996,0.005010017043925485,0.0,7.429788498687404e-05,0.22440944881889763,9.52217715058371e-06,4.9406831288464e-05,0.0,0.0,0.007478632478632008,0.00023100105617493254,0.007478632478580494,0.0,0.01594726770146715,1.340272968928005e-05,0.00020432220039292735,0.0,0.0021498771498771503,0.0,0.00018731853516905497,0.0067902492021457185,0.0,0.022381729200652525,0.37725700703390924,0.001287001287001287,0.040885396405508444,0.012943089430894311,0.35641576068139325,0.0,0.20975103457001693,0.0,0.0,0.0010508629722861239,0.001937659411384905,0.02537077467439585
0.0001069747539580659,0.543045272421167,0.002914174280768643,0.0,0.00028461647929415115,0.004808293301426863,0.0,0.37431321416940205,0.00320418199753746,0.41741741741741745,0.0034723668668473614,0.6299810847156095,0.008167683526864788,0.0,0.0,0.0005462178316712704,0.0,0.3680188971657117,0.0007800086667629641,6.765030205859869e-06,0.0,0.0,0.01685673556664291,0.003200389645185985,0.3660130718953951,0.0,0.3351995854449423,0.5495909000199561,0.0,0.007915045736515615,0.36625067824199675,0.0,0.015106876449570608,0.0,7.159528616635881e-06,0.0015870391800297569,0.0,0.3519351935193522,0.049922350200595315,0.7188237028301891,0.0031370378059188513,0.3076870848075076,0.7946207076641859,0.0,0.004041588251627433,0.0022731715918717825,0.017091281526053007,0.0,0.30996283112745576,0.045970058974746715,0.0,0.7614833544037083,9.33968431867003e-05,0.9000000000000021,0.0,0.2027007510109763,0.006979076239220561,0.3447854314358887,0.00042704626334519574,0.007160259076593976,0.04116312634742485,0.33651390258322733,0.2028441492817441,0.0040277487067547765,0.0,0.0002476596166229135,0.21948818897637795,4.2849797177626695e-05,5.911174457726945e-05,0.0,0.0,0.008547008547008517,0.0002518387803144232,0.008547008546997859,0.0,0.010135374583599123,1.340272968928005e-05,0.0002416502946954815,0.0,0.0019963144963144963,0.0,0.00018731853516905497,0.007791810959462214,0.0,0.01938009787928223,0.31707945769468565,0.001287001287001287,0.03304675951139812,0.014926829268292682,0.4214389585208781,0.0,0.20012487874726248,0.0,0.0,0.0013308923603165235,0.001926183985503162,0.025747195663630214
0.0002139495079161318,0.5707428958426103,0.0029799075352220684,0.0,0.00028461647929415115,0.0031162383699126738,0.0,0.3397003797969574,0.003969825486087609,0.4344344344344344,0.004394210392643527,0.6382354091403215,0.00815538279866168,0.0,0.0,0.0005501193876117794,0.0,0.35854220913734025,0.0013433482594251047,4.059018123515921e-06,0.0,0.0,0.017676407697790456,0.0134891744015652,0.3594771241832859,0.0,0.3430309165888067,0.5596687287966478,0.0,0.007498685732309958,0.39663591969614753,0.0,0.01592177019996239,0.0,3.5797643083179403e-06,0.0015098914421116435,0.0,0.35920515128435904,0.04277209783874725,0.6878930817610067,0.0032062371692847084,0.4049568703895464,0.7956652304478391,0.0,0.004072440070342145,0.005343678244636196,0.025732940724619124,0.0,0.4037278440649205,0.041546952971419936,0.0,0.8617783396544461,4.669842159335015e-05,0.9499999999999993,0.0,0.20436164067013285,0.006681039693056334,0.7194351530974479,0.001209964412811388,0.011894150969556521,0.033201980733459924,0.3447643487328488,0.20436006641160764,0.003667434141673893,0.0,0.0005943830798949923,0.24606299212598426,4.761088575291855e-06,6.0876274266143126e-05,0.0,0.0,0.009615384615385025,0.0002691043231728592,0.00961538461535838,0.0,0.010962269945897413,4.46757656309335e-06,0.00024557956777996074,0.0,0.0023034398034398034,0.0,9.365926758452749e-05,0.00809737217355877,0.0,0.025970636215334422,0.3575539837536475,0.001287001287001287,0.022835135765969034,0.015479674796747965,0.26895644345959424,0.0,0.21420511179939572,0.0,0.0,0.0011660363496212075,0.0024442657128112668,0.026650606037792672
