net.if.in[tapb89bdf1b-26]_avg,net.if.out[tape68a668f-e0]_avg,system.boottime_avg,net.if.out[enp2s0f1.23]_avg,"vfs.fs.size[boot,pfree]_avg",net.if.out[tap66653908-8d]_avg,net.if.in[tap96f38058-08]_avg,net.if.in[tap211a7af5-b9]_avg,"system.cpu.load[percpu,avg5]_avg",kernel.maxproc_avg,net.if.in[tap13bbae2c-07]_avg,"vfs.fs.size[boot,total]_avg","vfs.fs.size[,used]_avg",net.if.out[tap70aa4b79-80]_avg,net.if.out[tapc4223565-7c]_avg,proc.num[]_avg,"system.cpu.util[,nice]_avg","vfs.fs.size[,free]_avg",agent.ping_avg,net.if.in[tap66653908-8d]_avg,"icmpping[,{$PING},,,]_avg",net.if.out[tapb89bdf1b-26]_avg,net.if.in[tape68a668f-e0]_avg,net.if.out[tap13bbae2c-07]_avg,"system.swap.size[,pfree]_avg",net.if.out[tap96f38058-08]_avg,net.if.out[tap211a7af5-b9]_avg,net.if.in[tapc4223565-7c]_avg,net.if.in[tap70aa4b79-80]_avg,"system.swap.size[,total]_avg",system.localtime_avg,vfs.file.cksum[etcpasswd]_avg,vm.memory.size[total]_avg,"system.cpu.util[,user]_avg",net.if.out[tap0db1b6d1-38]_avg,net.if.out[tap10455d2a-8b]_avg,net.if.in[tap5535a4b6-c7]_avg,net.if.in[tap722b421a-52]_avg,net.if.in[enp2s0f1]_avg,net.if.in[tap3d0ceb48-00]_avg,"icmppingloss[,{$PINGL},,,]_avg",net.if.out[brq8cbe41b6-0f]_avg,"system.cpu.util[,system]_avg","system.cpu.util[,steal]_avg",net.if.in[enp2s0f0]_avg,net.if.in[tap10455d2a-8b]_avg,net.if.out[tap5535a4b6-c7]_avg,"vfs.fs.size[,pfree]_avg",system.cpu.switches_avg,net.if.in[tap0db1b6d1-38]_avg,net.if.out[tap722b421a-52]_avg,net.if.out[tap3d0ceb48-00]_avg,net.if.in[brq8cbe41b6-0f]_avg,"vfs.fs.size[,total]_avg",net.if.in[tap20db8a2c-c4]_avg,net.if.out[tapc8a07206-cc]_avg,"system.cpu.load[percpu,avg1]_avg","icmppingsec[,{$PINGS},,,]_avg",net.if.in[tap7a6a2f21-55]_avg,net.if.in[tapd9c26218-d1]_avg,"system.cpu.util[,idle]_avg",net.if.in[tapc8a07206-cc]_avg,net.if.out[tap20db8a2c-c4]_avg,net.if.in[enp2s0f1.23]_avg,"vfs.fs.size[boot,free]_avg",kernel.maxfiles_avg,"system.cpu.load[percpu,avg15]_avg",net.if.out[tapd9c26218-d1]_avg,net.if.out[tap7a6a2f21-55]_avg,"vfs.fs.size[boot,used]_avg",net.if.out[tapbbc5aad3-e8]_avg,net.if.in[tape78f7981-08]_avg,"vfs.fs.inode[boot,pfree]_avg",net.if.in[ens2f0]_avg,"system.swap.size[,free]_avg","system.cpu.util[,softirq]_avg","system.cpu.util[,iowait]_avg","system.cpu.util[,interrupt]_avg",net.if.out[ens2f1]_avg,net.if.out[enp2s0f0]_avg,system.cpu.intr_avg,net.if.out[enp2s0f1]_avg,net.if.out[tape78f7981-08]_avg,net.if.in[tapbbc5aad3-e8]_avg,net.if.out[ens2f0]_avg,vm.memory.size[available]_avg,system.users.num_avg,net.if.in[ens2f1]_avg,"vfs.fs.inode[,pfree]_avg",system.uptime_avg,"proc.num[,,run]_avg"
0.09494504747252372,0.0024933691441384916,0.0,0.24381833032438857,0.0,0.0024573310375954945,0.0025947104219372244,0.024217211813274055,0.012187930017692153,0.0,5.521431193615403e-07,0.0,0.0,8.644674434807133e-05,0.001788148820431877,0.3333333333333428,0.0,1.0,0.0,0.0,0.0,0.04105289515947986,0.3932038834951456,1.969800433962183e-05,0.0,0.003109238366129868,0.03182940961210051,0.0017610127556325446,4.714455948681907e-06,0.0,0.0,0.0,0.0,0.6261115602263545,0.002501819885702812,0.007383587387763624,4.692429984252199e-06,2.1256050382912565e-05,0.24563898544580803,0.00015790332581974551,0.0,0.0,0.18526817777011695,0.0,0.0007288832590735261,0.10564811052417716,0.0004619233544401963,1.0,0.21524434719183072,0.3872549019607843,4.598522829053048e-05,0.000107526552915371,0.29979035639413,0.0,0.24379443903284626,0.0037511988367416385,0.010721529991306863,0.28626967570642897,0.0006367454204979928,0.4198321554770318,0.9512561388677234,0.015217391304347828,0.24018958979843602,0.2420051398699272,0.0,0.0,0.06998032985323044,0.16618248601719673,0.0038843767340967575,0.0,0.013294981353579614,0.00731528895391368,0.0,0.147887323943662,0.0,0.08596789883268482,0.0018004594275780714,0.0,0.0,0.02644461467531698,0.09676733681693384,0.24512598665296542,0.0023210292991265175,0.049572119008557625,0.0,0.40675281854785483,0.0,0.07528261043854725,0.0,0.0,0.0
0.10077605038802519,0.0044679836341273635,0.0,0.18032231554300968,0.0,0.005700339345714718,0.0024804872987877384,0.025055573197840585,0.014612410720136297,0.0,2.0774384865977956e-05,0.0,0.007522254729998679,2.2422124315280993e-05,0.0018215519630584824,0.3333333333333428,0.0,0.9924080720060147,0.0,0.0,0.0,0.04518883727355933,0.8155339805825242,0.008047392388287063,0.0,0.0029543315745508758,0.035366857770187846,0.001774178034332539,6.203231511423562e-07,0.0,0.0010683760683605215,0.0,0.0,0.7118027485852871,0.0049199668655292746,0.009438296095218207,3.753943987401759e-06,3.492065420049922e-05,0.1697180386312174,0.00021770854747963484,0.0,0.0,0.17705191186187474,0.0,0.0023393584600669903,0.07964242177976433,0.0010654582481978243,0.9927007299270372,0.14930707512764407,0.8529411764705882,0.00021424935908088082,0.00037761134126700985,0.6331236897274635,0.0,0.17809219399609502,0.005197537357299758,0.015473775717183426,0.22643656362601933,0.0003632343194204459,0.003883879614962837,0.9619265060039939,0.006521739130434787,0.1571174455198424,0.1675574218133035,0.0,0.0,0.012709940989559701,0.032256448785374404,0.005246430913585232,0.0,0.028203756041272975,0.013899049012435993,0.0,0.21554561010925366,0.0,0.054474708171206226,0.0014900353883404729,0.0,0.0,0.02823684666322484,0.06212027278363297,0.180451057888865,0.0068006158464407,0.07431383851372324,0.0,0.4061023802072494,0.0,0.06592239236751382,0.0,0.0010683760683765087,0.0
0.13268506634253316,0.004166771254298554,0.0,0.7530246771585775,0.0,0.005792280302903663,0.002449562261079144,0.023359796760876468,0.03282877924120307,0.0,0.0018186904172869938,0.0,0.00827944094727684,2.87705571033425e-05,0.0018247940327840056,0.6666666666666856,0.0,0.9918956101028016,0.0,0.0,0.0,0.06329977377519126,0.9417475728155339,0.013296658006279119,0.0,0.0029194378945364956,0.03362862893388631,0.0017757901092753953,0.0,0.0,0.002136752136721043,0.0,0.0,0.7558609539207763,0.004158543422054503,0.007492169555230736,0.000302192490985842,2.277433969597775e-05,0.7764621971018588,0.00023270161631755402,0.0,0.0,0.5665776092389899,0.0,0.0028838997664608944,0.03596099146688338,0.06751667307290296,0.9920924574209948,0.600291757840992,0.9509803921568627,0.00025814434972184163,0.0002691214853684973,0.7012578616352201,0.0,0.7516345753030791,0.005390898122080254,0.030599826137351488,0.27195145078702826,0.0008132975598178909,0.00013707810405751188,0.8555843534652969,0.012318840579710146,0.7590141238496939,0.7647063067318244,0.0,0.0,0.03177485247389924,0.005893647215961266,0.006583261867527619,0.0,0.00959078214626152,0.021945866861741034,0.0,0.18092668158483616,0.0,0.28471546692607,0.0015521201961879926,0.0,0.0,0.046764904327761155,0.2962359401293065,0.7556970621784851,0.005438945324286475,0.032900279341994416,0.0,0.4110273739501915,0.0,0.04820412090114648,0.0,0.0021367521367530173,1.0
0.7215653607826803,0.004643690855694171,0.0,0.8998050473198211,0.0,0.6643152070343191,0.0025867297670446837,0.02014607812003811,0.0448856562479523,0.0,7.59196789122118e-07,0.0,0.013507733512962972,2.9580995331605653e-05,0.002301967749658772,0.3333333333333428,0.0,0.9868733765454181,0.0,0.9365580070504181,0.0,0.15685063981902017,0.9708737864077669,0.00012424895044992252,0.0,0.016026244276907787,0.029740485484264452,0.0023403745781513333,2.4812926045694246e-07,0.0,0.003205128205138408,0.0,0.0,0.7663702506063057,0.004668948147900229,0.015477135101273753,0.26289338986772975,1.670118244371701e-05,0.8647863056819777,0.00014310654506967654,0.0,0.0,0.6753138556120543,0.0,0.0009864930574179217,0.1335839089800894,0.7379326738281645,0.9866180048662727,0.737490882567469,0.9607843137254902,0.0002602345873714113,0.00016448484140255105,0.7264150943396226,0.0,0.8994123000030622,0.005754416359867585,0.03929295856273543,0.26483974966812057,0.0003444213865420961,2.284635067625198e-05,0.8038204196955459,0.015217391304347828,0.8430940657306101,0.8511076301842201,0.0,0.0,0.04614919049780602,0.006068954002838299,0.006608485093073702,0.0,0.12679565864508255,0.005852231163130939,0.0,0.18592865604844022,0.0,0.314749513618677,0.0020487986589681506,0.0,0.0,0.020741904605141324,0.337490036312107,0.90371903010769,0.00585673059812925,0.9271050414578992,0.0,0.40260800583674783,0.0,0.05666239076405036,0.0,0.0032051282051277497,0.0
0.09174054587027293,0.0026523423446036982,0.0,0.9397650807139388,0.0,0.0030006185118938173,0.0024355961150171984,0.020698634487138774,0.04403381167682328,0.0,7.59196789122118e-07,0.0,0.01949289820608513,1.1886427347859805e-05,0.0017967943396999398,0.6666666666666856,0.0,0.9807208984937006,0.0,0.0,0.0,0.0407679555148773,0.2233009708737864,5.353816564102347e-05,0.0,0.002848593150264875,0.027560075628202,0.0016908874956182906,1.1165816720562411e-06,0.0,0.004273504273498929,0.0,0.0,0.8063864187550536,0.002259168458661401,0.008444351639173106,0.05634388379290993,3.340236488743403e-05,0.8613762336463809,0.00013226893681496892,0.0,0.0,0.6587376827831882,0.0,0.000956661347340708,0.12972368955709063,0.04085998664805487,0.9805352798053946,0.723778264040846,0.46078431372549017,0.00011391795190154159,0.00025463080312743136,0.36687631027253653,0.0,0.9397161708364831,0.3090910497169199,0.037902057374674,0.2161008913332068,0.00036902291415224586,0.0036478006579748995,0.8183534764206302,0.11775362318840582,0.842383828743975,0.848254507606111,0.0,0.0,0.05197458011802087,0.02920944987060689,0.003405135448721182,0.0,0.01622154957606569,0.12326261887344551,0.0,0.17184414900618672,0.0,0.28647859922178986,0.0013658657726454337,0.0,0.0,0.01684536680295525,0.3332565760340093,0.9435727749757732,0.30854989826154905,0.07990067840198643,0.0,0.38536191163024514,0.0,0.05393650284614768,0.0,0.004273504273504258,1.0
0.09820054910027454,0.0013638227197804512,0.0,0.769115007809042,0.0,0.0012871734006452591,0.0024590392887640362,0.017865989202921564,0.031321669615359406,0.0,0.0003232797963861819,0.0,0.020514426181421186,2.4313146847895154e-06,0.0019531013982850237,0.6666666666666856,0.0,0.9794731798421026,0.0,0.0,0.0,0.043405805861122145,0.0,0.00017677696202224758,0.0,0.0028390766920791347,0.022414003415467183,0.0019995102874562475,2.2331633441124822e-06,0.0,0.005341880341859451,0.0,0.0,0.6875505254648346,0.0013722356563721106,0.004460221340572144,1.0000000000000002,3.0365786261303662e-05,0.8054193644023585,0.0010849385539978612,0.0,0.0,0.5980637191530925,0.0,0.0018314113362167383,0.07303941487200326,1.0,0.9799270072993522,0.6399343544857768,0.0,6.166201066230229e-05,0.0009415275363483011,0.16666666666666652,0.0,0.7665394460020657,0.0011524301580917613,0.028107794842074763,0.2629432960364118,0.00021707230244249757,4.569270135250396e-05,0.8324193395885358,0.00978260869565218,0.7864343019299882,0.7930169490051281,0.0,0.0,0.035406264185202006,0.001110276316887886,0.0011098219240276465,0.0,0.00806896667056876,0.009144111192392099,0.0,0.15302092931420297,0.0,0.2829523346303502,0.0016762898118830327,0.0,0.0,0.017351058314897493,0.3145159861836861,0.7725569259530467,0.0012224087642066332,0.04451735910965282,0.0,0.3614086729841395,0.0,0.040968491942596,0.0,0.005341880341880767,1.0
0.0928540464270232,0.0006944618757164268,0.0,0.8054898827888434,0.0,0.0007104528510055007,0.0025448313288588464,0.018234360114322008,0.02889718891291527,0.0,7.59196789122118e-07,0.0,0.021247929087326867,1.0805843043508988e-06,0.001788247064969014,0.6666666666666856,0.0,0.9786857550778905,0.0,0.0,0.0,0.04043552592950766,0.0,2.0203081373971143e-05,0.0,0.014416376767153415,0.022901927299341304,0.0017584155237801652,1.2406463022847123e-07,0.0,0.006410256410276816,0.0,0.0,0.6738075990299115,0.000711219699948959,0.006147421173522655,0.0004101183806236427,1.670118244371701e-05,0.8527089900293259,0.0033495142235255657,0.0,0.0,0.5841592691545291,0.0,0.0008461833446568871,0.1104225924420967,0.036372249533019096,0.9787104622871539,0.62472647702407,0.0,4.598522829053048e-05,0.001917823111326574,0.12578616352201255,0.0,0.803377415554422,0.0006728954614361286,0.02677484787018255,0.28181300967191353,0.00043414460488499514,3.8077251127086636e-05,0.8561850308959551,0.008333333333333338,0.8315007356986116,0.8390877910560978,0.0,0.0,0.030413073082160687,0.0008097503965272552,0.0012863845028502248,0.0,0.004757763767413083,0.008046817849305048,0.0,0.16052389100960907,0.0,0.2786964980544747,0.0015521201961879926,0.0,0.0,0.012003305948293345,0.3059250730670445,0.8085872279286318,0.0007504661400509066,0.029486099410278015,0.0,0.33460308475577527,0.0,0.05676260723162027,0.0,0.006410256410257276,1.0
0.10121805060902529,0.003229666072608918,0.0,0.8598599061974493,0.0,0.0031845004262717105,0.0024849764171647926,0.01912988250238171,0.036563790053076466,0.0,8.282146790423105e-07,0.0,0.024828722006187576,1.3102084690254563e-05,0.0017989557195169554,0.3333333333333428,0.0,0.9753846534291597,0.0,0.0,0.0,0.04448512269673787,0.0,5.959909005321491e-05,0.0,0.0029490446533365763,0.02618016589412052,0.0017702374066944455,8.684524115992986e-07,0.0,0.007478632478637337,0.0,0.0,0.7368633791430885,0.003246508748002308,0.013414073919398622,2.252366392441058e-05,1.973776106984738e-05,0.9125627815652286,0.0019852618968591714,0.0,0.0,0.6279985061334711,0.0,0.0011107609402928524,0.21058512799674928,0.0006524245918553134,0.9750608272505588,0.65127644055434,0.0,0.00012436914014938931,0.0018151302139493867,0.38259958071278843,0.0,0.8589046775257796,0.308425888686075,0.0323964068385975,0.24853024843542576,0.0029811262868769664,0.0035792616059461438,0.8461153411903428,0.14782608695652175,0.8921043110814413,0.8991845861506755,0.0,0.0,0.03926463912846118,0.029217797812839133,0.005296877364677394,0.0,0.005752796963058349,0.141185076810534,0.0,0.1748716598657365,0.0,0.2934703307392996,0.0015521201961879926,0.0,0.0,0.018177182989272962,0.31495881675670884,0.8633720061002814,0.3812754829675133,0.02070677958586441,0.0,0.3364338844356469,0.0,0.05517918704401506,0.0,0.007478632478632008,1.0
0.10041055020527509,0.003664750621250535,0.0,0.6924773341959122,0.0,0.0036358469433810884,0.0024675187345873603,0.019917434106065418,0.030469825044230396,0.0,6.901788992019254e-07,0.0,0.0433893781332948,1.4182668994605461e-05,0.011235048777921466,0.3333333333333428,0.0,0.9568171159706935,0.0,1.765547113624727e-05,0.0,0.04471825513323087,0.0,6.818539963715259e-05,0.0,0.0028908885199792752,0.026820565991705292,0.01080018563938564,2.4812926045694246e-07,0.0,0.008547008546997859,0.0,0.0,0.627324171382377,0.003664873277384049,0.008010022969304656,0.0002449448451779651,1.8219471756782195e-05,0.7024971784166476,0.0038755788279909737,0.0,0.0,0.5057025481915597,0.0,0.0011186692577511547,0.09203575782202357,0.0670598072734384,0.9568126520681517,0.5550692924872357,0.0,0.000145271516645085,0.003205512374823234,0.4371069182389937,0.0,0.6901798866619907,0.003333539584815765,0.026311214140828744,0.25820216195714013,0.0006700298402058424,0.0001142317533812599,0.8747559747937954,0.008695652173913049,0.6856832889323723,0.692041867904174,0.0,0.0,0.0341201392041156,0.0035311795642374143,0.00436361801947233,0.0,0.005886582938943428,0.008046817849305048,0.0,0.18658681058312498,0.0,0.25285749027237353,0.0014279505804929535,0.0,0.0,0.014796073151148607,0.2669028429722788,0.6956460935864883,0.0034041763053855607,0.01809071963818561,0.0,0.3329108599193247,0.0,0.06213420989336968,0.0,0.008547008547008517,0.0
0.09683204841602419,0.0038822928955713418,0.0,0.9561917496379717,0.0,0.0038280871265943418,0.002629126996161305,0.02257224515719276,0.03341851779044624,0.0,1.1042862387230807e-06,0.0,0.04653237200903604,1.4993107222868615e-05,0.16345906439958885,0.3333333333333428,0.0,0.9536370051079075,0.0,0.0,0.0,0.050499076104788716,0.0,7.525647811804255e-05,0.0,0.01485360515157603,0.03054098560624542,0.15869050794152895,1.2406463022847122e-06,0.0,0.00961538461535838,0.0,0.0,0.7453516572352465,0.0038991574138378254,0.007508874504071832,1.126183196220529e-05,1.5182893130651824e-05,0.9283506878115169,0.0027464378671461665,0.0,0.0,0.7030940274067051,0.0,0.001163449939774255,0.08055668427468508,0.0007468322847336019,0.9537712895378263,0.7702771699489425,0.0,0.00014631663546986972,0.00229856433025767,0.45702306079664545,0.0,0.9508647343864881,0.0035887757943260205,0.03146913937988989,0.31244073582400905,0.00034152708917619616,0.00019038625563543317,0.8288347414028041,0.017753623188405794,0.9010572389991254,0.9140018146463639,0.0,0.0,0.034725374489332723,0.00370648635111445,0.003783483831912425,0.0,0.004690870779470543,0.01719092904169714,0.0,0.1869158878504673,0.0,0.2818579766536965,0.001303780964797914,0.0,0.0,0.011317912870930133,0.33555929501372767,0.9601122830728528,0.0037059101142720065,0.013346339733073207,0.0,0.34151711014024855,0.0,0.10238114326946204,0.0,0.009615384615385025,1.0
